num_microbatches,micro_batch_size,seq_length,init_datetime,final_datetime,zero_grad_time,forward_backward_time,optimizer_time,data_parallel_world_size,tensor_model_parallel_world_size,tensor_model_parallel_rank,pipeline_model_parallel_world_size,pipeline_model_parallel_rank
8,2,8192,2024-12-05 21:05:35,2024-12-05 21:06:11,0.0003345012664794922,32.21154022216797,3.4173057079315186,1,2,0,4,0
8,2,8192,2024-12-05 21:05:35,2024-12-05 21:06:11,0.00024080276489257812,32.153082847595215,3.475900411605835,1,2,1,4,1
8,2,8192,2024-12-05 21:05:35,2024-12-05 21:06:11,0.0001418590545654297,32.12867760658264,3.500478506088257,1,2,1,4,2
8,2,8192,2024-12-05 21:05:35,2024-12-05 21:06:11,0.0003712177276611328,32.224377155303955,3.4044885635375977,1,2,0,4,3
8,2,8192,2024-12-05 21:05:35,2024-12-05 21:06:11,0.00020551681518554688,32.10073471069336,3.528332233428955,1,2,0,4,2
8,2,8192,2024-12-05 21:05:35,2024-12-05 21:06:11,0.0001690387725830078,32.0788197517395,3.55053448677063,1,2,1,4,3
8,2,8192,2024-12-05 21:05:35,2024-12-05 21:06:11,0.00020074844360351562,32.10074043273926,3.5287623405456543,1,2,0,4,1
8,2,8192,2024-12-05 21:05:35,2024-12-05 21:06:11,0.00028705596923828125,32.150641441345215,3.478350877761841,1,2,1,4,0
8,2,8192,2024-12-05 21:06:11,2024-12-05 21:06:18,0.00031185150146484375,6.725670576095581,0.6077444553375244,1,2,0,4,2
8,2,8192,2024-12-05 21:06:11,2024-12-05 21:06:18,0.0003180503845214844,6.725724220275879,0.6078395843505859,1,2,1,4,2
8,2,8192,2024-12-05 21:06:11,2024-12-05 21:06:18,0.0004475116729736328,6.432270288467407,0.8983266353607178,1,2,1,4,3
8,2,8192,2024-12-05 21:06:11,2024-12-05 21:06:18,0.0004024505615234375,7.016721248626709,0.31700563430786133,1,2,1,4,1
8,2,8192,2024-12-05 21:06:11,2024-12-05 21:06:18,0.0011982917785644531,7.03159499168396,0.3003387451171875,1,2,1,4,0
8,2,8192,2024-12-05 21:06:11,2024-12-05 21:06:18,0.0003154277801513672,6.434654712677002,0.9040439128875732,1,2,0,4,3
8,2,8192,2024-12-05 21:06:11,2024-12-05 21:06:18,0.00045013427734375,7.033541202545166,0.3059682846069336,1,2,0,4,0
8,2,8192,2024-12-05 21:06:11,2024-12-05 21:06:18,0.0008654594421386719,7.015711784362793,0.33118534088134766,1,2,0,4,1
8,2,8192,2024-12-05 21:06:18,2024-12-05 21:06:25,0.0002727508544921875,6.109182596206665,0.3061528205871582,1,2,1,4,1
8,2,8192,2024-12-05 21:06:18,2024-12-05 21:06:25,0.00026702880859375,6.119471073150635,0.2901020050048828,1,2,0,4,0
8,2,8192,2024-12-05 21:06:18,2024-12-05 21:06:25,0.0002295970916748047,5.81813383102417,0.5976839065551758,1,2,0,4,2
8,2,8192,2024-12-05 21:06:18,2024-12-05 21:06:25,0.00023174285888671875,5.818167448043823,0.5975747108459473,1,2,1,4,2
8,2,8192,2024-12-05 21:06:18,2024-12-05 21:06:25,0.0004520416259765625,5.524366140365601,0.8886094093322754,1,2,1,4,3
8,2,8192,2024-12-05 21:06:18,2024-12-05 21:06:25,0.00040435791015625,6.124335765838623,0.2901427745819092,1,2,1,4,0
8,2,8192,2024-12-05 21:06:18,2024-12-05 21:06:25,0.0002391338348388672,6.095221281051636,0.3058016300201416,1,2,0,4,1
8,2,8192,2024-12-05 21:06:18,2024-12-05 21:06:25,0.000240325927734375,5.5218682289123535,0.8881003856658936,1,2,0,4,3
8,2,8192,2024-12-05 21:06:25,2024-12-05 21:06:31,0.00024509429931640625,6.231587886810303,0.3056819438934326,1,2,0,4,1
8,2,8192,2024-12-05 21:06:25,2024-12-05 21:06:31,0.0001385211944580078,6.233161211013794,0.30523204803466797,1,2,1,4,1
8,2,8192,2024-12-05 21:06:25,2024-12-05 21:06:31,0.0001494884490966797,6.247919797897339,0.2903776168823242,1,2,0,4,0
8,2,8192,2024-12-05 21:06:25,2024-12-05 21:06:31,0.00023436546325683594,5.938344955444336,0.5997624397277832,1,2,0,4,2
8,2,8192,2024-12-05 21:06:25,2024-12-05 21:06:31,0.0002522468566894531,6.248053550720215,0.28981494903564453,1,2,1,4,0
8,2,8192,2024-12-05 21:06:25,2024-12-05 21:06:31,0.00015306472778320312,5.938251733779907,0.5998599529266357,1,2,1,4,2
8,2,8192,2024-12-05 21:06:25,2024-12-05 21:06:31,0.0004527568817138672,5.637720584869385,0.8979701995849609,1,2,1,4,3
8,2,8192,2024-12-05 21:06:25,2024-12-05 21:06:31,0.00042939186096191406,5.638608932495117,0.8982470035552979,1,2,0,4,3
8,2,8192,2024-12-05 21:06:31,2024-12-05 21:06:38,0.00013256072998046875,6.302282333374023,0.3070559501647949,1,2,1,4,1
8,2,8192,2024-12-05 21:06:31,2024-12-05 21:06:38,0.00013518333435058594,6.318126201629639,0.2912561893463135,1,2,0,4,0
8,2,8192,2024-12-05 21:06:31,2024-12-05 21:06:38,0.0002396106719970703,5.998480319976807,0.610476016998291,1,2,1,4,2
8,2,8192,2024-12-05 21:06:31,2024-12-05 21:06:38,0.00014090538024902344,6.30219030380249,0.3072946071624756,1,2,0,4,1
8,2,8192,2024-12-05 21:06:31,2024-12-05 21:06:38,0.00047659873962402344,5.689921617507935,0.9166429042816162,1,2,1,4,3
8,2,8192,2024-12-05 21:06:31,2024-12-05 21:06:38,0.00013780593872070312,5.998624324798584,0.6108133792877197,1,2,0,4,2
8,2,8192,2024-12-05 21:06:31,2024-12-05 21:06:38,0.00023317337036132812,6.318090200424194,0.2909886837005615,1,2,1,4,0
8,2,8192,2024-12-05 21:06:31,2024-12-05 21:06:38,0.00041365623474121094,5.691118478775024,0.9166052341461182,1,2,0,4,3
8,2,8192,2024-12-05 21:06:38,2024-12-05 21:06:44,0.00012063980102539062,6.378716945648193,0.31361961364746094,1,2,1,4,1
8,2,8192,2024-12-05 21:06:38,2024-12-05 21:06:44,0.00015997886657714844,6.392685890197754,0.2993636131286621,1,2,0,4,0
8,2,8192,2024-12-05 21:06:38,2024-12-05 21:06:44,0.00023794174194335938,6.06610369682312,0.6256697177886963,1,2,0,4,2
8,2,8192,2024-12-05 21:06:38,2024-12-05 21:06:44,0.00020837783813476562,6.393462657928467,0.2981579303741455,1,2,1,4,0
8,2,8192,2024-12-05 21:06:38,2024-12-05 21:06:44,0.00024366378784179688,6.0656561851501465,0.626192569732666,1,2,1,4,2
